TIME,EC:1,LHY:1,ZTL:1,PRR9:1,TOC1:1,Light:1
7.6,0.153516,0.301738,0.973157,0.999501,0.154282,1.40664
7.62,0.152592,0.30142,0.973964,0.999969,0.153343,1.41142
7.64,0.150977,0.303995,0.974707,1.00009,0.151711,1.41619
7.66,0.151486,0.306788,0.974935,0.999872,0.152213,1.42094
7.68,0.150746,0.303772,0.976125,1.00095,0.15146,1.42569
7.7,0.149599,0.305241,0.976748,1.00106,0.150298,1.43042
7.72,0.148371,0.302658,0.978262,1.00234,0.149055,1.43514
7.74,0.148157,0.302176,0.978044,1.00168,0.148831,1.43985
7.76,0.148987,0.303844,0.977416,1.00094,0.149656,1.44454
7.78,0.148287,0.30307,0.977641,1.00086,0.148944,1.44923
7.8,0.147421,0.304949,0.979159,1.00217,0.148065,1.4539
7.82,0.148944,0.303433,0.980875,1.0038,0.149586,1.45856
7.84,0.14921,0.305483,0.980857,1.0034,0.149845,1.4632
7.86,0.150378,0.309758,0.982191,1.00413,0.151008,1.46784
7.88,0.151359,0.308039,0.983424,1.00507,0.151986,1.47246
7.9,0.151413,0.309044,0.985373,1.00662,0.152032,1.47707
7.92,0.15212,0.310328,0.987082,1.00778,0.152733,1.48166
7.94,0.150666,0.314131,0.987261,1.00741,0.151265,1.48624
7.96,0.150202,0.317547,0.98714,1.00689,0.150792,1.49081
7.98,0.150311,0.32144,0.988187,1.00747,0.150893,1.49537
8,0.150804,0.323693,0.988715,1.00786,0.151381,1.49991
8.02,0.151804,0.326021,0.989246,1.00796,0.152376,1.50444
